chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr22	33251724	33252176	7	0.6822	0.9639	-0.2817	26.2243	2.861e-05	0.0001084	True
chr22	18619463	18619610	9	0.9156	0.7012	0.2144	23.0143	0.0001092	0.0002998	True
chr22	33257733	33258885	11	0.8562	0.9531	-0.0969	23.401	0.00214	0.002916	True
chr22	33261354	33261925	7	0.8231	0.9767	-0.1536	48.241	3.888e-05	0.000137	True
chr22	18619714	18619858	6	0.8338	0.5772	0.2567	27.0562	0.0002803	0.0006095	True
chr22	18620746	18620798	5	0.9906	0.8293	0.1612	130.0426	4.903e-06	2.858e-05	True
chr22	33270222	33270802	11	0.7885	0.9621	-0.1736	29.7509	4.133e-06	2.529e-05	True
chr22	33272956	33273533	5	0.5196	0.8852	-0.3657	34.5015	0.001446	0.002141	True
chr22	33272313	33272869	5	0.8629	0.9774	-0.1145	22.2139	0.004026	0.004871	True
chr22	33276473	33276797	5	0.7341	0.9197	-0.1856	48.7533	0.0002373	0.0005353	True
chr22	33276935	33277310	15	0.6286	0.1626	0.4661	27.0532	4.142e-10	1.066e-08	True
chr22	33292986	33293516	10	0.8764	0.9793	-0.1029	58.1016	3.086e-06	2.002e-05	True
chr22	33300716	33301087	5	0.8441	0.9932	-0.1491	64.8143	8.653e-06	4.446e-05	True
chr22	33301494	33301910	6	0.7717	0.4514	0.3203	18.4003	0.0005088	0.0009519	True
chr22	33305645	33305946	14	0.7931	0.4041	0.389	15.2482	3.485e-07	3.549e-06	True
chr22	33308981	33309176	5	0.781	0.9528	-0.1718	25.2402	0.002695	0.003517	True
chr22	33345819	33346251	5	0.6436	0.3454	0.2981	16.0173	0.003798	0.00465	True
chr22	33349611	33350560	9	0.7816	0.9435	-0.162	15.9348	0.0009487	0.001537	True
chr22	33357948	33358503	6	0.8362	0.9577	-0.1215	29.9445	0.00186	0.002615	True
chr22	33361974	33362415	6	0.8592	0.9879	-0.1286	78.5986	1.133e-05	5.496e-05	True
chr22	18628867	18629000	6	0.8863	0.7672	0.119	15.3153	0.02968	0.02993	True
chr22	33369520	33369843	5	0.8399	0.9699	-0.13	21.5577	0.009885	0.01075	True
chr22	33371337	33371576	5	0.8364	0.9758	-0.1393	15.9657	0.002233	0.003015	True
chr22	33385955	33386770	6	0.776	0.9286	-0.1526	20.3136	0.006308	0.007187	True
chr22	33389455	33390022	8	0.8371	0.9743	-0.1372	36.8889	3.858e-05	0.0001365	True
chr22	33393268	33393517	5	0.7618	0.9488	-0.187	29.8002	0.001859	0.002613	True
chr22	33436077	33436226	5	0.8874	0.9932	-0.1058	74.4151	2.769e-05	0.0001062	True
chr22	33490180	33490299	5	0.6976	0.9321	-0.2345	33.1345	0.001662	0.002391	True
chr22	33493431	33494331	6	0.6567	0.9658	-0.309	24.9039	8.02e-05	0.0002358	True
chr22	33494721	33495191	5	0.8707	0.9797	-0.109	36.0276	0.00237	0.003164	True
chr22	33507645	33508384	5	0.4603	0.877	-0.4166	24.2424	0.002018	0.002789	True
chr22	33512628	33512856	5	0.7616	0.9703	-0.2087	44.0808	0.000575	0.001044	True
chr22	33522025	33522771	6	0.6167	0.9517	-0.335	16.3917	0.0002339	0.0005293	True
chr22	33586415	33587387	6	0.3677	0.9403	-0.5727	17.935	7.575e-05	0.0002274	True
chr22	33603629	33604127	7	0.7924	0.9655	-0.173	41.4863	6.161e-05	0.0001954	True
chr22	33611211	33611680	5	0.8972	0.972	-0.0748	15.6861	0.03721	0.03738	True
chr22	33612937	33613280	5	0.6278	0.9744	-0.3466	26.4385	8.82e-05	0.0002545	True
chr22	33616056	33616281	5	0.6232	0.8708	-0.2477	39.3149	0.0005656	0.001031	True
chr22	33616662	33617066	5	0.7207	0.3932	0.3275	24.8015	0.0005638	0.00103	True
chr22	33618140	33618811	8	0.8302	0.9732	-0.143	27.7064	6.999e-05	0.0002155	True
chr22	33618982	33620017	20	0.7952	0.9631	-0.1679	18.5601	6.088e-09	1.2e-07	True
chr22	33628779	33629888	7	0.6652	0.9332	-0.2679	18.4287	0.0004521	0.0008693	True
chr22	33636510	33637087	5	0.364	0.8587	-0.4947	18.7417	0.0013	0.001966	True
chr22	33659099	33659178	5	0.837	0.9767	-0.1397	24.4436	0.002162	0.00294	True
chr22	33659329	33660415	9	0.8632	0.98	-0.1167	53.0202	7.48e-06	3.971e-05	True
chr22	33685746	33686005	5	0.9332	0.84	0.0931	21.6964	0.0158	0.01644	True
chr22	33693731	33694194	5	0.9027	0.9927	-0.09	43.9441	0.0001255	0.0003309	True
chr22	33698679	33698782	6	0.7653	0.4707	0.2946	15.1982	0.00168	0.00241	True
chr22	33699114	33699409	7	0.7299	0.482	0.2479	27.8975	8.984e-05	0.0002582	True
chr22	33723258	33723580	7	0.7192	0.9096	-0.1904	15.6459	0.00242	0.003219	True
chr22	33760362	33760406	5	0.9757	0.8039	0.1718	24.9847	0.0006124	0.001093	True
chr22	33789535	33789681	5	0.8754	0.7259	0.1495	21.5028	0.00868	0.00954	True
chr22	33796428	33796673	6	0.6791	0.9385	-0.2594	38.2769	0.0001407	0.000362	True
chr22	33816457	33816817	5	0.837	0.9634	-0.1263	23.2329	0.003891	0.004737	True
chr22	33887223	33887862	8	0.8989	0.9912	-0.0923	81.7991	4.37e-06	2.635e-05	True
chr22	33913412	33913679	8	0.8778	0.973	-0.0952	18.0284	0.001462	0.002158	True
chr22	33913973	33914343	5	0.8753	0.9763	-0.101	21.9175	0.008557	0.009423	True
chr22	33922570	33922934	6	0.8176	0.9743	-0.1567	24.5009	0.0004313	0.000845	True
chr22	33930565	33931255	13	0.9218	0.7566	0.1652	15.9084	9.315e-05	0.0002658	True
chr22	33933959	33934691	7	0.9358	0.7766	0.1592	20.1539	0.00158	0.002302	True
chr22	33993463	33993749	6	0.8808	0.7005	0.1803	46.9601	0.0001165	0.0003135	True
chr22	33995455	33995773	5	0.6618	0.932	-0.2702	15.428	0.003985	0.004831	True
chr22	33996107	33996349	5	0.1069	0.3931	-0.2862	18.6036	0.005094	0.005958	True
chr22	33997150	33997711	5	0.9243	0.8172	0.1071	41.0572	0.001524	0.002232	True
chr22	34001047	34001376	5	0.9295	0.8015	0.1279	23.9808	0.01515	0.0158	True
chr22	34020151	34020557	6	0.9595	0.8554	0.1041	23.722	0.003127	0.003966	True
chr22	34029825	34029945	7	0.919	0.8041	0.1149	15.7275	0.009377	0.01024	True
chr22	34035680	34036116	9	0.8855	0.9841	-0.0986	35.0989	2.957e-05	0.0001115	True
chr22	34087556	34088270	7	0.8741	0.9762	-0.1021	60.5368	0.0001359	0.0003521	True
chr22	34097480	34098030	5	0.9311	0.8241	0.107	24.9891	0.01578	0.01642	True
chr22	18902375	18902817	6	0.8983	0.5027	0.3956	17.7273	0.0004781	0.0009068	True
chr22	34107242	34107391	5	0.8864	0.989	-0.1026	91.1311	7.906e-05	0.0002335	True
chr22	34109967	34110719	5	0.8531	0.9612	-0.108	15.3133	0.01914	0.01968	True
chr22	34125971	34126502	8	0.8466	0.9903	-0.1437	36.9153	5.514e-07	4.972e-06	True
chr22	34134099	34134325	5	0.865	0.72	0.145	18.1958	0.0222	0.02261	True
chr22	34135844	34136142	6	0.8278	0.9768	-0.1491	21.6613	0.0004814	0.0009117	True
chr22	34146467	34147382	5	0.808	0.9799	-0.1719	36.4319	0.0003201	0.0006735	True
chr22	18910243	18910585	8	0.8319	0.9705	-0.1386	67.3862	2.146e-05	8.801e-05	True
chr22	34170436	34170944	6	0.9579	0.8045	0.1534	18.2515	0.002531	0.003337	True
chr22	34207940	34208438	6	0.8464	0.7299	0.1165	17.0986	0.02082	0.02127	True
chr22	34219075	34219869	9	0.8447	0.523	0.3217	15.4591	8.14e-05	0.0002383	True
chr22	34236631	34236727	5	0.8684	0.9707	-0.1023	23.946	0.01028	0.01113	True
chr22	34239552	34239840	5	0.961	0.8592	0.1017	22.8188	0.01774	0.01832	True
chr22	34271617	34271811	7	0.9385	0.8018	0.1366	16.1485	0.003336	0.004182	True
chr22	34276582	34276887	5	0.9654	0.8058	0.1595	79.2943	0.000371	0.0007498	True
chr22	34296257	34296473	7	0.9247	0.5875	0.3372	29.909	1.123e-05	5.455e-05	True
chr22	34313020	34313437	5	0.9666	0.8336	0.133	33.1909	0.00286	0.003688	True
chr22	34336629	34336883	6	0.6965	0.9487	-0.2522	25.9195	0.0002191	0.0005042	True
chr22	34344305	34344782	7	0.7973	0.9677	-0.1704	50.2067	8.904e-05	0.0002566	True
chr22	34346807	34347519	8	0.7002	0.9423	-0.242	74.6244	1.568e-07	1.841e-06	True
chr22	34348119	34348524	6	0.622	0.9525	-0.3305	22.7268	0.0001845	0.0004422	True
chr22	34349692	34349766	5	0.645	0.9792	-0.3342	21.8215	7.755e-05	0.0002314	True
chr22	34376932	34377425	7	0.8087	0.9707	-0.162	23.2076	0.0002332	0.0005283	True
chr22	34380806	34381552	8	0.7586	0.9497	-0.1911	17.305	0.0007186	0.001237	True
chr22	34388974	34389845	8	0.7919	0.9813	-0.1894	40.9791	2.549e-06	1.742e-05	True
chr22	34399370	34399869	6	0.5603	0.8228	-0.2626	41.8476	5.779e-05	0.0001869	True
chr22	34413465	34414249	5	0.8916	0.5902	0.3014	16.624	0.004799	0.005669	True
chr22	34420308	34421415	8	0.3571	0.8822	-0.525	19.2939	0.000196	0.0004626	True
chr22	34423570	34424250	8	0.5327	0.9461	-0.4134	15.7755	1.349e-05	6.249e-05	True
chr22	18924843	18925020	7	0.6436	0.9275	-0.2839	22.8416	0.0003175	0.0006702	True
chr22	34446930	34447380	5	0.5214	0.8341	-0.3127	18.7773	0.002766	0.003595	True
chr22	34461983	34462028	5	0.7725	0.9727	-0.2002	28.0552	0.0006097	0.001088	True
chr22	34465468	34465901	7	0.6836	0.938	-0.2544	39.0607	5.041e-05	0.0001694	True
chr22	34470936	34472017	5	0.6873	0.7971	-0.1097	21.2252	0.02375	0.02415	True
chr22	34475502	34476169	6	0.7852	0.9595	-0.1743	15.6282	0.00234	0.003133	True
chr22	34487621	34487812	12	0.4888	0.9313	-0.4425	19.6682	1.581e-07	1.852e-06	True
chr22	34493153	34493387	5	0.8787	0.9799	-0.1013	17.9747	0.004669	0.005533	True
chr22	34506621	34506868	5	0.8242	0.9761	-0.1519	32.2437	0.001052	0.001671	True
chr22	34509528	34511219	12	0.4976	0.8828	-0.3852	16.3205	5.417e-06	3.069e-05	True
chr22	34523100	34524611	12	0.5489	0.9002	-0.3513	20.8117	1.008e-06	8.11e-06	True
chr22	34529951	34530168	5	0.4844	0.9121	-0.4276	15.9709	0.001201	0.001848	True
chr22	34530204	34530627	7	0.6148	0.911	-0.2961	15.9153	0.0007873	0.001326	True
chr22	34565916	34566907	12	0.5791	0.9244	-0.3453	17.9957	1.224e-06	9.509e-06	True
chr22	34574787	34576273	6	0.4038	0.9061	-0.5023	16.158	0.0004601	0.0008805	True
chr22	34579334	34580218	6	0.5745	0.8963	-0.3218	23.4504	0.0008201	0.001368	True
chr22	34613071	34613578	5	0.4823	0.9022	-0.4199	18.1076	0.000661	0.001153	True
chr22	34616273	34616636	5	0.6504	0.9467	-0.2963	53.3379	0.0001813	0.000436	True
chr22	34616795	34617033	7	0.7074	0.9492	-0.2418	20.9198	0.0001779	0.0004297	True
chr22	34619338	34620108	12	0.5453	0.9257	-0.3804	18.8444	7.803e-07	6.567e-06	True
chr22	34623005	34623575	5	0.5802	0.8988	-0.3186	17.6706	0.00309	0.003931	True
chr22	34680277	34680673	5	0.7988	0.9051	-0.1063	32.861	0.005168	0.006032	True
chr22	34683483	34684023	5	0.748	0.9791	-0.2312	56.4608	7.145e-05	0.0002185	True
chr22	34684974	34685253	5	0.5798	0.9015	-0.3217	23.4981	0.0006517	0.001143	True
chr22	34709651	34710446	6	0.6886	0.9694	-0.2808	25.9125	7.695e-05	0.0002303	True
chr22	34715369	34715852	6	0.6296	0.9318	-0.3022	19.9061	0.0002199	0.000505	True
chr22	34753403	34753650	5	0.5662	0.9658	-0.3996	20.3354	0.000197	0.0004633	True
chr22	34780012	34780362	5	0.4262	0.8576	-0.4314	21.3738	0.002083	0.002864	True
chr22	34794941	34795638	7	0.613	0.9822	-0.3692	43.162	3.094e-07	3.247e-06	True
chr22	34802445	34803186	7	0.6236	0.9046	-0.281	21.289	0.0003366	0.0006984	True
chr22	34824716	34824828	5	0.8689	0.9921	-0.1231	48.6889	5.229e-05	0.0001737	True
chr22	34826842	34827627	10	0.6952	0.9668	-0.2717	24.9675	5.449e-07	4.968e-06	True
chr22	34839371	34839625	5	0.4828	0.9165	-0.4337	18.083	0.00118	0.001826	True
chr22	34850000	34850808	6	0.5784	0.9011	-0.3227	19.9034	0.001627	0.002352	True
chr22	34851882	34852356	5	0.6248	0.965	-0.3402	18.7829	0.0002651	0.0005824	True
chr22	34857174	34857370	5	0.3316	0.9027	-0.5711	15.3585	0.002673	0.003494	True
chr22	34858839	34859217	5	0.6035	0.9185	-0.3149	21.3935	0.001213	0.00186	True
chr22	34870683	34871387	6	0.5363	0.8495	-0.3132	25.7969	0.002802	0.003628	True
chr22	34871917	34872933	8	0.5316	0.849	-0.3174	23.3208	3.083e-05	0.0001154	True
chr22	34879666	34879827	5	0.8024	0.9533	-0.1509	22.0071	0.004807	0.005675	True
chr22	34880046	34880320	6	0.662	0.4546	0.2074	18.7494	0.00246	0.003262	True
chr22	34900169	34900859	5	0.533	0.736	-0.2031	16.7933	0.006496	0.007368	True
chr22	34915973	34916169	5	0.6374	0.9265	-0.2891	37.2308	0.0009447	0.001531	True
chr22	34925724	34927003	8	0.6079	0.9002	-0.2923	22.5024	0.0001781	0.0004297	True
chr22	34928322	34928542	7	0.747	0.9724	-0.2254	54.0832	7.942e-06	4.14e-05	True
chr22	34931584	34932092	7	0.7411	0.9461	-0.205	21.6292	0.0005491	0.001013	True
chr22	34959590	34960335	8	0.4318	0.8356	-0.4037	15.5762	0.0003946	0.0007872	True
chr22	34985112	34985368	10	0.7577	0.9577	-0.2	19.2599	2.344e-05	9.359e-05	True
chr22	34985633	34986390	8	0.7668	0.9859	-0.2191	43.8101	1.887e-07	2.147e-06	True
chr22	34990184	34991148	7	0.6259	0.93	-0.3041	18.8628	0.0002121	0.0004909	True
chr22	34994135	34994335	5	0.4148	0.8201	-0.4053	23.9933	0.0002911	0.0006269	True
chr22	35013911	35014803	6	0.618	0.9514	-0.3334	34.7364	5.2e-05	0.0001735	True
chr22	35016166	35016352	8	0.3108	0.8243	-0.5135	32.1555	1.857e-05	7.947e-05	True
chr22	35039550	35040607	7	0.2388	0.7812	-0.5424	15.3266	0.0004679	0.0008925	True
chr22	35048401	35049006	5	0.3838	0.8766	-0.4928	15.4833	0.001502	0.002203	True
chr22	35069899	35070479	7	0.5695	0.9315	-0.362	15.1623	0.0001963	0.0004631	True
chr22	18954550	18954790	8	0.9121	0.7732	0.1389	25.5351	0.0004858	0.0009173	True
chr22	35094992	35095536	7	0.5539	0.9337	-0.3799	35.8051	1.994e-05	8.307e-05	True
chr22	35102435	35102985	5	0.4984	0.8583	-0.3598	15.9786	0.001532	0.002242	True
chr22	35103292	35103961	5	0.4379	0.8714	-0.4335	22.35	0.001569	0.002288	True
chr22	35136941	35138461	14	0.5169	0.9241	-0.4072	18.5624	4.227e-08	6.233e-07	True
chr22	35140270	35140750	6	0.8566	0.9913	-0.1348	49.2352	1.029e-05	5.091e-05	True
chr22	16867453	16867492	7	0.0424	0.3277	-0.2854	27.4336	3.102e-05	0.0001158	True
chr22	35158427	35159273	10	0.491	0.9233	-0.4323	15.5255	4.614e-06	2.737e-05	True
chr22	35166704	35167988	15	0.5906	0.9391	-0.3485	16.7097	1.23e-08	2.17e-07	True
chr22	35170730	35171223	8	0.4835	0.863	-0.3795	20.7844	0.0001014	0.0002831	True
chr22	35184295	35184760	6	0.5862	0.9558	-0.3696	18.2746	0.0001072	0.0002958	True
chr22	35193568	35193887	5	0.6936	0.9496	-0.256	39.3987	0.0009956	0.001596	True
chr22	35197268	35197353	5	0.7642	0.9599	-0.1957	41.5517	0.001228	0.001878	True
chr22	35205047	35205896	9	0.6562	0.9254	-0.2692	19.429	8.528e-05	0.0002484	True
chr22	35206148	35207202	8	0.7706	0.9683	-0.1976	20.3824	6.784e-05	0.0002103	True
chr22	35209319	35209917	5	0.3879	0.8741	-0.4862	37.7491	0.0005029	0.0009425	True
chr22	35213100	35213351	5	0.4581	0.8685	-0.4104	19.1249	0.002348	0.003141	True
chr22	35227523	35227739	7	0.7676	0.9644	-0.1968	24.7923	0.000198	0.000465	True
chr22	35258451	35258815	5	0.5219	0.9481	-0.4263	46.0375	0.0001191	0.0003192	True
chr22	35257001	35258030	5	0.8187	0.9534	-0.1346	19.3855	0.007679	0.00856	True
chr22	35267482	35268274	8	0.7539	0.9397	-0.1858	19.5015	0.0004712	0.0008972	True
chr22	35292290	35292484	5	0.5592	0.3084	0.2509	17.0997	0.004272	0.005127	True
chr22	35390355	35390591	5	0.7479	0.1019	0.646	35.9083	0.0003222	0.0006752	True
chr22	35407526	35407845	8	0.9117	0.8196	0.0921	15.9587	0.01259	0.01339	True
chr22	35409064	35409303	5	0.7811	0.9517	-0.1706	16.0231	0.00419	0.005042	True
chr22	35412997	35413316	6	0.7956	0.9584	-0.1628	15.0215	0.002676	0.003496	True
chr22	18959150	18959234	5	0.9045	0.6981	0.2063	48.823	0.0004325	0.0008462	True
chr22	35464712	35465046	6	0.8529	0.9747	-0.1217	38.9537	0.0006164	0.001098	True
chr22	18961646	18961811	6	0.943	0.6327	0.3103	71.1872	2.37e-05	9.414e-05	True
chr22	35504439	35505128	5	0.9208	0.8218	0.0989	16.7337	0.01758	0.01817	True
chr22	35525197	35525377	5	0.8703	0.9773	-0.107	88.4127	0.0002293	0.0005215	True
chr22	35553870	35555082	12	0.7692	0.2497	0.5195	22.1541	7.742e-07	6.543e-06	True
chr22	35601807	35602173	7	0.6012	0.1266	0.4745	15.2133	0.0003013	0.0006433	True
chr22	35601387	35601624	7	0.6677	0.3737	0.294	15.2363	0.001361	0.002031	True
chr22	35627137	35627477	6	0.184	0.4489	-0.2648	17.1139	0.001196	0.001843	True
chr22	35641241	35641810	5	0.9773	0.8588	0.1186	76.2497	0.000302	0.0006439	True
chr22	35653602	35653678	10	0.042	0.1706	-0.1286	18.031	0.0005175	0.0009666	True
chr22	35666569	35667487	6	0.9049	0.9877	-0.0829	24.382	0.000617	0.001098	True
chr22	35719900	35719995	5	0.8967	0.7126	0.1842	18.9267	0.01978	0.02027	True
chr22	35731944	35732482	6	0.882	0.6683	0.2137	17.5288	0.001473	0.002168	True
chr22	35744089	35744229	6	0.9121	0.7798	0.1324	20.298	0.00441	0.005272	True
chr22	35752855	35753202	5	0.79	0.9637	-0.1737	16.2116	0.003607	0.004465	True
chr22	35758235	35758478	7	0.9159	0.8215	0.0944	24.9918	0.007067	0.007957	True
chr22	35763561	35763605	5	0.8275	0.2484	0.5791	35.1882	1.92e-05	8.113e-05	True
chr22	35769965	35770089	5	0.657	0.9128	-0.2558	30.0223	0.002797	0.003627	True
chr22	35789560	35790273	11	0.8056	0.5915	0.2141	15.6094	0.0002572	0.0005696	True
chr22	35797756	35798146	8	0.8016	0.9705	-0.1689	18.7269	9.984e-05	0.0002795	True
chr22	35798697	35799446	8	0.9437	0.8201	0.1236	25.0733	0.0009326	0.001516	True
chr22	18985632	18985699	8	0.3418	0.1578	0.1841	56.6408	5.211e-06	2.982e-05	True
chr22	35807210	35807358	5	0.8774	0.7458	0.1317	20.1409	0.01149	0.0123	True
chr22	35813184	35813601	6	0.9419	0.8	0.1419	17.9574	0.003819	0.004671	True
chr22	35840500	35840589	5	0.837	0.6452	0.1918	16.9453	0.007222	0.008104	True
chr22	35842483	35842652	10	0.8428	0.6056	0.2372	70.0553	2.445e-09	5.282e-08	True
chr22	35846328	35846499	6	0.9273	0.7762	0.1511	27.1405	0.0009503	0.001539	True
chr22	35855799	35855837	5	0.9409	0.7767	0.1643	24.6521	0.00516	0.006024	True
chr22	35855840	35856058	6	0.8369	0.9774	-0.1404	17.9876	0.0008518	0.001408	True
chr22	35857821	35858219	6	0.855	0.9722	-0.1171	37.7634	0.0008527	0.001408	True
chr22	35861275	35861482	5	0.8161	0.5839	0.2323	48.8175	0.0001742	0.0004225	True
chr22	35870462	35870598	5	0.9185	0.782	0.1365	16.9086	0.02414	0.02452	True
chr22	35875711	35876258	13	0.2519	0.0882	0.1637	28.6978	1.438e-05	6.536e-05	True
chr22	35876317	35877214	15	0.2791	0.1004	0.1788	15.4284	8.661e-05	0.0002514	True
chr22	35877254	35877403	6	0.3839	0.0761	0.3078	17.2529	0.0009224	0.001504	True
chr22	35902823	35902994	5	0.7267	0.9414	-0.2147	53.009	0.00084	0.001394	True
chr22	35908765	35909325	5	0.8111	0.9648	-0.1537	32.4549	0.002195	0.002977	True
chr22	19006489	19006813	6	0.7485	0.955	-0.2064	25.0826	0.0002242	0.0005127	True
chr22	35942941	35943043	7	0.9411	0.7431	0.198	17.4423	0.0004329	0.0008464	True
chr22	35947371	35947431	5	0.9528	0.7834	0.1694	32.6059	0.0009303	0.001514	True
chr22	19017052	19017077	5	0.1291	0.0187	0.1104	23.0426	0.002444	0.003243	True
chr22	35967152	35967356	5	0.8808	0.9614	-0.0806	15.288	0.0412	0.04123	True
chr22	35976285	35976545	5	0.9236	0.6271	0.2965	20.038	0.001584	0.002305	True
chr22	35976871	35977113	6	0.8448	0.9636	-0.1188	24.9478	0.005727	0.006594	True
chr22	35984802	35985090	6	0.8569	0.9774	-0.1204	34.2473	0.0004973	0.0009345	True
chr22	35993783	35994021	6	0.8644	0.981	-0.1166	43.4347	0.0003743	0.0007545	True
chr22	36008791	36009242	14	0.9122	0.704	0.2081	16.0106	1.621e-05	7.156e-05	True
chr22	36010405	36011128	6	0.89	0.9817	-0.0918	27.6606	0.001492	0.002191	True
chr22	36011275	36011541	6	0.7736	0.4966	0.277	16.2327	0.001774	0.002519	True
chr22	36021228	36021984	6	0.8664	0.9674	-0.101	23.7219	0.006727	0.007598	True
chr22	36030870	36031487	5	0.8005	0.9475	-0.147	19.5258	0.01467	0.01537	True
chr22	36034359	36035098	20	0.7313	0.3395	0.3918	25.2385	7.724e-12	3.184e-10	True
chr22	36082471	36082895	5	0.8721	0.9875	-0.1154	32.7476	0.000392	0.0007828	True
chr22	36097643	36097909	5	0.7019	0.9548	-0.2529	15.0531	0.001886	0.002647	True
chr22	36098453	36098776	5	0.7642	0.9279	-0.1636	17.8822	0.0125	0.01331	True
chr22	36100489	36100894	5	0.7796	0.9662	-0.1866	19.3608	0.001929	0.00269	True
chr22	36108988	36109414	5	0.8726	0.9713	-0.0987	17.1925	0.01157	0.01238	True
chr22	36110809	36111083	6	0.8133	0.9713	-0.158	20.6239	0.0007323	0.001255	True
chr22	36113059	36113396	5	0.8989	0.9797	-0.0809	22.7874	0.012	0.01282	True
chr22	36115037	36115431	7	0.8734	0.9841	-0.1107	57.9183	3.462e-05	0.0001266	True
chr22	36116198	36116543	7	0.7883	0.9656	-0.1774	27.1555	0.0001894	0.0004505	True
chr22	36121666	36121855	8	0.7957	0.4047	0.3909	16.6502	9.49e-05	0.0002689	True
chr22	36123424	36123644	6	0.8896	0.561	0.3286	39.1751	3.976e-05	0.000139	True
chr22	36141048	36141914	5	0.9838	0.8286	0.1553	99.7282	4.462e-05	0.0001535	True
chr22	36176973	36177681	6	0.9525	0.8238	0.1287	27.6177	0.002332	0.003124	True
chr22	36177708	36178052	6	0.8757	0.9867	-0.1109	33.1771	0.0001114	0.0003053	True
chr22	36246298	36246596	5	0.7689	0.3076	0.4613	34.6814	5.986e-05	0.0001916	True
chr22	36259486	36259818	5	0.8501	0.4373	0.4128	30.466	0.0001209	0.0003215	True
chr22	36289617	36290452	9	0.8385	0.6213	0.2172	15.6859	0.002656	0.003477	True
chr22	36332394	36332481	5	0.893	0.6599	0.2331	19.0027	0.001733	0.002475	True
chr22	19033537	19034273	5	0.9818	0.8596	0.1222	53.4206	0.000401	0.000798	True
chr22	36431192	36431874	7	0.8974	0.4592	0.4382	25.2489	3.79e-05	0.0001351	True
chr22	36454285	36454789	6	0.8838	0.9923	-0.1085	63.9159	1.498e-05	6.747e-05	True
chr22	36462673	36462790	9	0.426	0.8005	-0.3745	16.2337	2.656e-05	0.0001031	True
chr22	36484407	36484716	6	0.835	0.5113	0.3237	63.6996	2.402e-06	1.67e-05	True
chr22	36491782	36492089	5	0.8544	0.9772	-0.1228	22.9214	0.003735	0.004595	True
chr22	36494133	36494258	5	0.7887	0.9427	-0.154	30.8763	0.005463	0.006337	True
chr22	36506242	36506994	19	0.6998	0.2916	0.4082	26.9525	8.348e-12	3.407e-10	True
chr22	36523267	36523635	8	0.7177	0.9549	-0.2372	52.759	1.01e-05	5.024e-05	True
chr22	19046111	19046303	5	0.349	0.7144	-0.3655	47.3842	2.833e-05	0.0001078	True
chr22	36566011	36566663	6	0.954	0.7337	0.2203	35.215	0.0001968	0.0004632	True
chr22	36650895	36651346	11	0.7976	0.4947	0.3029	16.3033	2.035e-05	8.441e-05	True
chr22	36655613	36655748	5	0.7098	0.4288	0.2811	28.8342	0.0004175	0.0008236	True
chr22	36661272	36661458	6	0.8412	0.9742	-0.133	17.1902	0.001164	0.001807	True
chr22	36667466	36667574	5	0.9438	0.7476	0.1963	22.187	0.002219	0.003001	True
chr22	36677235	36677324	6	0.8486	0.5731	0.2755	27.4653	9.602e-05	0.0002713	True
chr22	36678384	36678588	7	0.7632	0.4488	0.3144	18.2679	0.0002856	0.0006174	True
chr22	36684264	36684346	6	0.7218	0.5863	0.1356	15.652	0.01296	0.01372	True
chr22	36684358	36684455	7	0.9053	0.7702	0.1351	27.9011	0.001785	0.002533	True
chr22	36684835	36684926	5	0.92	0.8137	0.1063	20.3198	0.03388	0.03408	True
chr22	19055637	19055664	5	0.9668	0.8344	0.1323	19.9979	0.004942	0.005804	True
chr22	36701612	36701772	5	0.7663	0.8745	-0.1082	38.274	0.004737	0.005607	True
chr22	36712368	36712579	5	0.8752	0.9886	-0.1134	70.4326	0.0001777	0.0004296	True
chr22	19062678	19062832	5	0.8507	0.9806	-0.13	23.2784	0.001297	0.001962	True
chr22	36724852	36724942	5	0.1963	0.0804	0.116	35.5739	0.007808	0.00869	True
chr22	19063957	19064054	5	0.853	0.989	-0.136	37.4561	8.996e-05	0.0002583	True
chr22	36728195	36728254	5	0.1815	0.0477	0.1338	15.1355	0.01143	0.01225	True
chr22	36742303	36742716	7	0.5511	0.243	0.3081	23.2418	0.0001152	0.0003118	True
chr22	36744885	36744948	5	0.9029	0.7956	0.1073	20.5613	0.02253	0.02293	True
chr22	36751060	36751456	10	0.6523	0.2247	0.4275	84.8516	4.753e-11	1.641e-09	True
chr22	36764258	36764565	6	0.4846	0.2202	0.2643	18.2035	0.001745	0.002489	True
chr22	36806279	36806332	8	0.1766	0.0526	0.124	43.3264	0.000469	0.000894	True
chr22	36847158	36847229	5	0.7263	0.953	-0.2267	47.7214	0.0004947	0.0009304	True
chr22	36849839	36850094	9	0.8543	0.9533	-0.099	19.1095	0.002854	0.003682	True
chr22	36853817	36854045	6	0.7618	0.5899	0.1719	50.6159	0.000173	0.0004203	True
chr22	36859928	36860053	8	0.8872	0.7648	0.1224	21.9206	0.002099	0.00288	True
chr22	36861470	36861552	5	0.2698	0.4456	-0.1757	19.2172	0.006724	0.007597	True
chr22	36862536	36862917	5	0.8232	0.65	0.1733	27.9357	0.002352	0.003145	True
chr22	36863199	36863922	14	0.8329	0.5041	0.3288	19.1696	3.07e-07	3.245e-06	True
chr22	16867786	16867812	5	0.7131	0.0452	0.6679	19.0059	0.0001484	0.0003746	True
