chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr21	44123792	44123974	6	0.9635	0.7727	-0.1908	39.9637	0.0002345	0.0004767	True
chr21	44126161	44126304	5	0.918	0.6935	-0.2245	34.2932	0.0006846	0.001062	True
chr21	44141479	44141855	5	0.2103	0.0248	-0.1855	94.6639	0.0001365	0.000315	True
chr21	44151707	44151969	10	0.2168	0.0756	-0.1411	49.7026	4.167e-06	2.341e-05	True
chr21	44162464	44163463	15	0.8949	0.606	-0.2889	15.0208	5.405e-07	4.72e-06	True
chr21	44166888	44166938	5	0.896	0.6086	-0.2874	30.0813	0.0002048	0.0004266	True
chr21	44173533	44173700	6	0.884	0.974	0.0901	16.2502	0.005748	0.006383	True
chr21	44174066	44174200	8	0.9506	0.8167	-0.134	32.3479	0.0004184	0.0007322	True
chr21	44188475	44188770	8	0.9631	0.7922	-0.1709	27.6764	8.373e-05	0.0002205	True
chr21	44195911	44196135	5	0.88	0.6993	-0.1807	16.7771	0.006203	0.006852	True
chr21	44198169	44198236	6	0.7901	0.9346	0.1445	31.5277	0.005547	0.006186	True
chr21	44201266	44201648	28	0.2506	0.0439	-0.2067	48.8249	2.186e-17	1.846e-15	True
chr21	44205593	44205926	6	0.9013	0.7643	-0.1369	16.2478	0.01119	0.01174	True
chr21	44227542	44228225	6	0.9508	0.6866	-0.2642	22.8439	0.0005549	0.0009081	True
chr21	44230088	44230180	5	0.7907	0.8988	0.1081	23.0867	0.01163	0.01217	True
chr21	44258195	44258288	9	0.9293	0.8216	-0.1077	41.1276	0.0001267	0.0002983	True
chr21	44263131	44263323	8	0.8921	0.9771	0.085	17.4968	0.001351	0.001844	True
chr21	44269187	44269230	5	0.9042	0.9902	0.086	60.2694	0.0006015	0.0009672	True
chr21	44269406	44269559	6	0.5902	0.9319	0.3417	31.4586	0.0002399	0.0004828	True
chr21	44274831	44275138	5	0.8833	0.9749	0.0916	20.1164	0.007614	0.008225	True
chr21	44276266	44276415	7	0.8464	0.9809	0.1345	26.325	8.208e-05	0.000218	True
chr21	44293549	44293719	6	0.9297	0.8131	-0.1166	35.3456	0.001292	0.001779	True
chr21	44295291	44295387	5	0.8892	0.9921	0.103	97.7939	4.33e-05	0.0001347	True
chr21	44297365	44297892	10	0.6225	0.9478	0.3253	18.2791	2.436e-06	1.564e-05	True
chr21	44326891	44327299	7	0.7876	0.9668	0.1793	20.7198	0.0002577	0.0005112	True
chr21	44335736	44335931	5	0.7718	0.9735	0.2017	24.925	0.0006318	0.001003	True
chr21	44337191	44337373	5	0.8443	0.9705	0.1262	20.9711	0.006103	0.006747	True
chr21	44338432	44338667	5	0.9236	0.7879	-0.1357	19.5674	0.01102	0.01157	True
chr21	44360018	44360196	6	0.696	0.1544	-0.5416	22.7051	0.0003014	0.0005742	True
chr21	44375872	44375910	6	0.2655	0.8921	0.6266	35.12	8.122e-05	0.0002161	True
chr21	44376441	44376532	5	0.3683	0.7383	0.37	18.7385	0.001817	0.002346	True
chr21	44377687	44377901	5	0.8852	0.7538	-0.1315	15.5118	0.02394	0.02427	True
chr21	44382598	44383100	6	0.9326	0.646	-0.2866	15.9975	0.001111	0.001574	True
chr21	44411466	44411663	5	0.8003	0.9831	0.1828	18.9747	0.0002386	0.000482	True
chr21	44451227	44451599	12	0.8559	0.6511	-0.2048	15.6743	8.671e-05	0.0002262	True
chr21	44452620	44453271	5	0.8251	0.9727	0.1476	22.989	0.001475	0.001974	True
chr21	44457035	44457211	7	0.9213	0.7959	-0.1254	16.7783	0.004752	0.005386	True
chr21	44467744	44468246	11	0.8733	0.9775	0.1042	33.3617	8.352e-06	3.975e-05	True
chr21	44478311	44478417	6	0.9373	0.8349	-0.1024	36.7407	0.001536	0.002043	True
chr21	44479481	44479962	11	0.9196	0.7525	-0.167	20.3765	0.0001776	0.0003832	True
chr21	44486399	44486452	7	0.979	0.8868	-0.0922	16.994	0.001016	0.001459	True
chr21	44488920	44489383	9	0.9185	0.7559	-0.1626	31.6197	5.081e-05	0.0001527	True
chr21	44491478	44491949	9	0.836	0.9653	0.1293	19.4455	0.0002743	0.0005355	True
chr21	44494512	44494592	6	0.741	0.8867	0.1457	38.6066	0.0007511	0.001143	True
chr21	44494876	44495021	19	0.2601	0.0558	-0.2043	20.3911	8.623e-09	1.456e-07	True
chr21	44495073	44495106	5	0.1157	0.0234	-0.0923	42.7696	0.001233	0.001704	True
chr21	44496418	44496457	5	0.0927	0.011	-0.0817	34.7411	0.001213	0.001684	True
chr21	44512577	44512675	6	0.9231	0.793	-0.1302	21.2924	0.006005	0.006646	True
chr21	44528038	44528075	5	0.0159	0.1164	0.1005	50.0725	0.001212	0.001684	True
chr21	44528423	44528537	10	0.2243	0.0822	-0.1421	41.0038	1.467e-05	5.994e-05	True
chr21	44557504	44557941	5	0.6721	0.949	0.2769	21.8783	0.001324	0.001816	True
chr21	44566791	44566987	8	0.7908	0.5672	-0.2235	17.9328	0.0004304	0.0007459	True
chr21	44570534	44570632	5	0.8602	0.9864	0.1262	50.9744	0.0002681	0.0005259	True
chr21	44579758	44579907	12	0.8804	0.5785	-0.3018	20.8259	1.147e-06	8.517e-06	True
chr21	44582345	44582528	7	0.8489	0.6479	-0.201	18.7762	0.0006829	0.001059	True
chr21	44590812	44590886	6	0.9216	0.8226	-0.099	20.0274	0.009351	0.009923	True
chr21	44591939	44592050	5	0.8121	0.6411	-0.171	21.3943	0.004144	0.004774	True
chr21	44602308	44602536	8	0.962	0.8079	-0.1542	42.7392	6.806e-05	0.0001896	True
chr21	44612567	44613105	9	0.8771	0.7207	-0.1564	21.9338	0.0004414	0.0007583	True
chr21	44626257	44626435	5	0.9155	0.7917	-0.1238	24.4726	0.009227	0.009801	True
chr21	44628110	44628298	5	0.7916	0.9418	0.1502	18.6393	0.01756	0.01795	True
chr21	44631472	44631829	15	0.6836	0.4921	-0.1915	17.0872	1.42e-05	5.848e-05	True
chr21	44690226	44690467	11	0.8366	0.5245	-0.3122	30.3527	9.49e-08	1.135e-06	True
chr21	44690690	44691289	23	0.832	0.6273	-0.2047	15.8463	7.68e-07	6.191e-06	True
chr21	44693092	44693191	6	0.8412	0.9721	0.131	20.1029	0.001882	0.002418	True
chr21	44699038	44699104	6	0.6498	0.852	0.2022	24.8148	0.001343	0.001837	True
chr21	44710950	44711035	9	0.9135	0.7822	-0.1313	18.3806	0.003051	0.003656	True
chr21	44714154	44714383	7	0.8573	0.5204	-0.3368	21.4765	0.0004243	0.0007389	True
chr21	44716827	44717127	7	0.9012	0.9913	0.0901	43.7087	1.756e-05	6.843e-05	True
chr21	44739501	44739619	7	0.792	0.5628	-0.2292	18.1199	0.0007989	0.001198	True
chr21	44748091	44748437	6	0.9307	0.8382	-0.0925	16.2204	0.03626	0.03638	True
chr21	44760681	44760860	10	0.8569	0.5536	-0.3033	36.6019	8.663e-08	1.066e-06	True
chr21	44761296	44761659	12	0.8749	0.743	-0.1319	22.2185	6.616e-05	0.0001859	True
chr21	44762960	44763222	12	0.2099	0.4098	0.1999	24.739	7.349e-06	3.612e-05	True
chr21	44765255	44765450	7	0.9587	0.8384	-0.1203	16.9556	0.002861	0.003464	True
chr21	44766045	44766129	6	0.8661	0.6913	-0.1747	19.4982	0.004813	0.005446	True
chr21	44772158	44772265	5	0.6851	0.933	0.2479	16.5196	0.005256	0.005892	True
chr21	44773765	44774709	23	0.8492	0.5401	-0.3091	15.5457	3.865e-09	6.951e-08	True
chr21	44784724	44784919	7	0.9196	0.7549	-0.1647	24.0752	0.0007895	0.001188	True
chr21	44789027	44789183	6	0.719	0.5451	-0.1739	15.4734	0.007674	0.008282	True
chr21	44789832	44789904	5	0.8191	0.6204	-0.1986	50.9911	0.0001806	0.0003882	True
chr21	44790222	44790380	6	0.844	0.7365	-0.1075	19.1552	0.01713	0.01753	True
chr21	44816571	44817256	30	0.9317	0.742	-0.1897	23.068	1.661e-12	7.648e-11	True
chr21	44821392	44821581	9	0.8722	0.7722	-0.0999	17.0972	0.006714	0.007342	True
chr21	44826224	44826880	6	0.9047	0.9816	0.0769	17.8696	0.004917	0.005551	True
chr21	44836269	44836369	10	0.8263	0.4765	-0.3499	17.5065	4.732e-05	0.0001445	True
chr21	44836756	44837027	20	0.9347	0.8456	-0.0891	17.7467	2.288e-05	8.327e-05	True
chr21	44837035	44837104	9	0.9394	0.7871	-0.1524	29.0792	9.911e-05	0.0002485	True
chr21	44840024	44840386	24	0.932	0.749	-0.183	27.2705	9.375e-12	3.352e-10	True
chr21	44840558	44840882	12	0.938	0.7656	-0.1724	18.6403	1.59e-05	6.329e-05	True
chr21	44847488	44848360	71	0.5512	0.0644	-0.4868	28.1652	3.798e-44	2.309e-41	True
chr21	44852099	44852264	5	0.8758	0.9854	0.1096	37.7637	0.0005581	0.0009119	True
chr21	44864383	44864600	22	0.8256	0.689	-0.1366	24.1536	3.763e-07	3.508e-06	True
chr21	44865637	44865973	13	0.8774	0.6558	-0.2216	28.9357	1.288e-06	9.319e-06	True
chr21	44866079	44866205	7	0.5855	0.4195	-0.166	19.5404	0.002318	0.002895	True
chr21	44871702	44872321	30	0.85	0.597	-0.2529	17.6072	2.668e-11	8.446e-10	True
chr21	44873421	44873542	5	0.8456	0.974	0.1284	38.8778	0.00152	0.002025	True
chr21	44876485	44876962	27	0.4598	0.2086	-0.2512	26.0009	1.149e-09	2.567e-08	True
chr21	44889994	44890264	10	0.9262	0.8201	-0.1061	17.8178	0.002925	0.003528	True
chr21	44891492	44891541	5	0.8539	0.6684	-0.1855	20.9638	0.006589	0.007221	True
chr21	44896775	44897318	15	0.9302	0.8187	-0.1115	18.0367	0.000226	0.0004633	True
chr21	44898589	44898768	6	0.9317	0.836	-0.0956	17.7973	0.007426	0.00804	True
chr21	44899465	44899645	8	0.8902	0.7725	-0.1177	42.3147	0.0002546	0.000506	True
chr21	44910700	44911136	7	0.8212	0.9624	0.1412	16.7251	0.002097	0.002656	True
chr21	44928544	44928689	6	0.8752	0.9787	0.1035	47.7431	0.0003526	0.0006463	True
chr21	44929766	44930053	7	0.8113	0.2888	-0.5225	25.1468	5.773e-06	2.944e-05	True
chr21	44937586	44938335	8	0.811	0.4095	-0.4015	17.6543	3.628e-05	0.0001187	True
chr21	44942155	44942691	6	0.869	0.7437	-0.1253	15.7529	0.017	0.0174	True
chr21	44946267	44946489	5	0.9012	0.7239	-0.1773	23.9064	0.002675	0.003268	True
chr21	44963263	44963431	5	0.9346	0.795	-0.1396	15.7232	0.01299	0.01351	True
chr21	44971693	44972350	12	0.8852	0.9714	0.0862	17.8585	0.0001499	0.0003388	True
chr21	44997333	44997930	6	0.882	0.9857	0.1037	29.721	0.0002904	0.0005604	True
chr21	45021022	45021165	6	0.8599	0.3028	-0.5571	27.5133	5.751e-05	0.0001677	True
chr21	45044795	45045722	6	0.9393	0.8015	-0.1378	23.4668	0.003787	0.004395	True
chr21	45059661	45060542	7	0.6468	0.9393	0.2925	26.9761	8.603e-05	0.0002248	True
chr21	45083053	45083258	5	0.8679	0.9879	0.1201	31.0093	0.0004097	0.0007193	True
chr21	45107534	45107607	5	0.8748	0.773	-0.1018	39.3866	0.003901	0.004519	True
chr21	45107871	45107986	7	0.9227	0.7845	-0.1382	28.8536	0.001726	0.002254	True
chr21	45110144	45110325	6	0.9609	0.8593	-0.1015	57.7921	0.0002019	0.0004227	True
chr21	45116375	45116634	8	0.8476	0.9737	0.1261	31.4864	0.0001113	0.0002689	True
chr21	45121869	45122066	6	0.7651	0.9224	0.1573	17.5527	0.009963	0.01051	True
chr21	45122124	45122240	5	0.7446	0.9347	0.1902	38.0428	0.002645	0.003241	True
chr21	45122749	45123514	28	0.7976	0.3603	-0.4372	19.2584	1.196e-13	6.61e-12	True
chr21	45129557	45129880	6	0.6696	0.9049	0.2353	19.186	0.002769	0.003367	True
chr21	45130433	45130745	5	0.939	0.8591	-0.0799	15.9533	0.04412	0.04415	True
chr21	45132317	45132409	5	0.1857	0.3402	0.1546	19.4073	0.008701	0.009281	True
chr21	45138252	45138371	8	0.7458	0.6078	-0.138	16.9096	0.00469	0.005334	True
chr21	45138708	45138730	7	0.0127	0.1016	0.0889	42.7007	0.0001078	0.000265	True
chr21	45141384	45142074	8	0.8579	0.676	-0.1819	18.5187	0.001456	0.001955	True
chr21	45143011	45143331	6	0.9609	0.7355	-0.2254	28.7773	0.0002949	0.0005665	True
chr21	45151292	45151522	5	0.8341	0.9658	0.1317	23.5953	0.003354	0.003954	True
chr21	45153658	45154124	19	0.7883	0.5404	-0.2478	18.6488	5.632e-08	7.314e-07	True
chr21	45161332	45161354	5	0.3823	0.1339	-0.2484	49.3486	5.962e-05	0.0001721	True
chr21	45181873	45181938	6	0.9709	0.8315	-0.1393	20.454	0.0009452	0.001374	True
chr21	45182349	45182617	5	0.8625	0.6619	-0.2007	18.6419	0.006799	0.007417	True
chr21	45186963	45187067	6	0.1932	0.0742	-0.1189	59.0279	0.0006114	0.000979	True
chr21	45187149	45187465	22	0.4788	0.8761	0.3973	20.6612	1.305e-10	3.574e-09	True
chr21	45193749	45194030	7	0.9362	0.7485	-0.1877	32.796	0.0002909	0.0005607	True
chr21	45206688	45206750	5	0.8666	0.9839	0.1173	57.7578	0.0007268	0.001113	True
chr21	45206912	45207010	6	0.8059	0.9572	0.1513	22.3003	0.002264	0.002838	True
chr21	45207108	45207270	10	0.8254	0.9712	0.1458	15.0679	5.282e-05	0.0001565	True
chr21	45214700	45214782	6	0.913	0.7749	-0.1381	21.4739	0.004476	0.005111	True
chr21	45216541	45216759	5	0.767	0.9363	0.1694	20.2176	0.007166	0.007779	True
chr21	45222372	45222490	5	0.9454	0.8415	-0.1039	45.5	0.001052	0.0015	True
chr21	45228833	45228890	5	0.6512	0.3031	-0.3481	15.3649	0.001955	0.002502	True
chr21	45249682	45249886	9	0.558	0.7465	0.1885	17.3469	0.0006626	0.001036	True
chr21	45250389	45250584	10	0.796	0.9421	0.1461	15.019	0.0006924	0.001069	True
chr21	45255112	45255187	6	0.8246	0.3831	-0.4415	29.8734	2.278e-05	8.309e-05	True
chr21	45265246	45265378	5	0.8403	0.9661	0.1259	20.1534	0.004776	0.00541	True
chr21	45269912	45270023	6	0.5157	0.7888	0.2731	22.4075	0.000383	0.0006866	True
chr21	45274460	45274555	5	0.9556	0.7607	-0.1949	48.0573	0.0003414	0.0006292	True
chr21	45275186	45275321	5	0.7145	0.158	-0.5566	17.4185	0.001373	0.001869	True
chr21	45276176	45276605	8	0.9577	0.8272	-0.1306	33.1967	0.0002992	0.0005711	True
chr21	45281802	45281926	5	0.7194	0.9059	0.1865	21.4187	0.01481	0.01527	True
chr21	45293192	45293267	5	0.9246	0.8213	-0.1032	52.5784	0.0009922	0.001433	True
chr21	45320594	45320788	6	0.7541	0.8945	0.1404	20.0651	0.006348	0.006987	True
chr21	45328344	45328622	5	0.9382	0.8001	-0.138	17.0882	0.01792	0.0183	True
chr21	45336673	45337594	38	0.7821	0.3882	-0.3939	19.4984	1.784e-17	1.549e-15	True
chr21	45346510	45346766	5	0.8437	0.9754	0.1317	26.7519	0.002306	0.002884	True
chr21	45347823	45348067	14	0.6843	0.8794	0.1951	41.7604	2.032e-08	3.042e-07	True
chr21	45348981	45349316	16	0.2215	0.3502	0.1287	16.3188	0.0001231	0.0002916	True
chr21	45356136	45356441	12	0.7067	0.4275	-0.2792	15.6372	2.205e-05	8.113e-05	True
chr21	45356472	45356746	12	0.8631	0.5745	-0.2886	25.4101	3.583e-07	3.37e-06	True
chr21	45358464	45358604	5	0.855	0.9829	0.1279	59.7255	0.0003704	0.0006712	True
chr21	45364781	45365168	14	0.8702	0.6264	-0.2437	18.5628	1.47e-06	1.038e-05	True
chr21	45373309	45374065	7	0.8812	0.9774	0.0961	26.9069	0.002332	0.002906	True
chr21	45377370	45377441	6	0.5183	0.8419	0.3236	17.6402	0.003794	0.004403	True
chr21	45377824	45378279	7	0.8769	0.7245	-0.1523	39.6659	0.0002252	0.000463	True
chr21	45381299	45381380	5	0.8909	0.9901	0.0993	70.3916	0.0001752	0.0003797	True
chr21	45383987	45384227	5	0.9366	0.8332	-0.1034	20.5295	0.008864	0.009441	True
chr21	45386702	45386785	5	0.8143	0.9182	0.1039	20.3688	0.0236	0.02393	True
chr21	45386868	45386968	5	0.8755	0.7394	-0.1361	25.5426	0.006515	0.007161	True
chr21	45390842	45391141	5	0.9511	0.686	-0.2651	19.5977	0.001378	0.001872	True
chr21	45393161	45393302	5	0.6939	0.4058	-0.2881	30.4115	0.0003902	0.000695	True
chr21	45397327	45397422	6	0.3591	0.7234	0.3643	44.117	9.096e-06	4.233e-05	True
chr21	45404411	45404826	6	0.9744	0.8825	-0.092	45.2098	0.0007386	0.001128	True
chr21	45407019	45407285	8	0.7683	0.3412	-0.4271	16.8336	4.115e-05	0.0001299	True
chr21	45432281	45432304	5	0.0123	0.1152	0.1029	78.4912	0.0002755	0.0005368	True
chr21	45438926	45439173	6	0.9573	0.7148	-0.2425	26.0597	0.0003028	0.0005758	True
chr21	45458134	45458198	6	0.8506	0.9863	0.1358	71.1234	2.81e-05	9.728e-05	True
chr21	45458272	45458506	9	0.9121	0.6548	-0.2572	16.0436	0.000201	0.0004212	True
chr21	45469041	45469130	6	0.8127	0.9424	0.1298	46.7964	0.002436	0.003016	True
chr21	45471107	45471684	12	0.8171	0.5976	-0.2195	21.6504	9.642e-06	4.413e-05	True
chr21	45483232	45483616	12	0.8287	0.9336	0.1048	17.5268	0.001802	0.002331	True
chr21	45487043	45487083	6	0.6567	0.7905	0.1338	49.175	0.0002643	0.0005212	True
chr21	45502894	45503120	8	0.9052	0.5911	-0.3141	15.5276	0.0002107	0.0004371	True
chr21	45509755	45509825	5	0.9446	0.8584	-0.0862	26.5847	0.01624	0.01666	True
chr21	45518275	45518627	7	0.8616	0.9832	0.1216	36.8481	6.365e-05	0.0001811	True
chr21	45523639	45523733	7	0.9194	0.8126	-0.1067	17.8219	0.008612	0.009199	True
chr21	45528046	45528229	5	0.2697	0.3844	0.1147	20.3972	0.01962	0.01997	True
chr21	45531141	45531434	5	0.8032	0.9513	0.1481	41.1916	0.002825	0.003424	True
chr21	45543793	45543918	5	0.7995	0.9733	0.1738	21.601	0.001025	0.001469	True
chr21	45556882	45557071	7	0.7803	0.9568	0.1765	17.9738	0.0008364	0.001242	True
chr21	45558196	45558260	6	0.17	0.3635	0.1935	34.2681	0.0003166	0.0005957	True
chr21	45560847	45560965	10	0.8008	0.9286	0.1278	20.3637	0.0003038	0.0005771	True
chr21	45565527	45565670	5	0.5795	0.8056	0.2261	20.5012	0.003317	0.00392	True
chr21	45566131	45567088	32	0.3887	0.7871	0.3984	17.805	5.29e-14	3.091e-12	True
chr21	45577689	45577870	12	0.8412	0.6753	-0.1659	22.6785	0.0001564	0.0003503	True
chr21	45579466	45579564	5	0.814	0.7081	-0.1058	21.1679	0.01811	0.01849	True
chr21	45580552	45580849	11	0.7867	0.5283	-0.2585	15.8794	6.279e-05	0.0001793	True
chr21	45581506	45581588	6	0.6645	0.8505	0.186	18.0255	0.002843	0.003445	True
chr21	45581608	45581646	5	0.9121	0.8098	-0.1023	24.9677	0.01733	0.01772	True
chr21	45585667	45585868	6	0.752	0.4455	-0.3065	15.0258	0.001358	0.001851	True
chr21	45586148	45586549	17	0.845	0.6161	-0.2289	15.2209	2.348e-06	1.518e-05	True
chr21	45586693	45586913	12	0.8587	0.6595	-0.1992	15.4575	0.0001369	0.0003155	True
chr21	45587330	45587529	10	0.8729	0.7063	-0.1666	15.5784	0.0007751	0.001172	True
chr21	45587567	45587824	6	0.822	0.9725	0.1505	60.2772	0.0001658	0.0003661	True
chr21	45592921	45592989	6	0.1142	0.2328	0.1186	17.7909	0.01386	0.01434	True
chr21	45597391	45597614	7	0.8961	0.7639	-0.1321	26.6134	0.001024	0.001469	True
chr21	45602118	45602305	6	0.8339	0.5363	-0.2975	46.3782	1.4e-05	5.805e-05	True
chr21	45619010	45619397	5	0.8538	0.9845	0.1307	32.2306	0.0006272	0.0009976	True
chr21	45619810	45619942	6	0.9351	0.8093	-0.1259	15.8566	0.008887	0.009463	True
chr21	45622268	45622373	8	0.9622	0.8776	-0.0846	22.1159	0.004964	0.005601	True
chr21	45625360	45625514	6	0.9407	0.7733	-0.1674	22.7276	0.002328	0.002904	True
chr21	45627281	45627418	8	0.816	0.6876	-0.1284	21.5931	0.001575	0.002085	True
chr21	45636955	45637356	8	0.9517	0.8367	-0.115	21.4248	0.001628	0.002146	True
chr21	45646523	45646865	6	0.8929	0.7587	-0.1342	17.2638	0.01505	0.01551	True
chr21	45653073	45653348	5	0.9753	0.8724	-0.1028	27.2965	0.003737	0.004341	True
chr21	45655347	45655428	6	0.8843	0.7482	-0.136	19.1485	0.005931	0.006569	True
chr21	45656930	45657062	8	0.9086	0.7732	-0.1354	15.0779	0.002781	0.003381	True
chr21	45662489	45662534	5	0.0038	0.1104	0.1066	414.1907	2.506e-07	2.473e-06	True
chr21	45663196	45663529	10	0.5133	0.7768	0.2635	17.8261	6.126e-05	0.0001756	True
chr21	45675526	45675753	9	0.9411	0.8456	-0.0954	22.6772	0.003025	0.003631	True
chr21	45675847	45676016	5	0.9106	0.7941	-0.1165	18.936	0.01611	0.01652	True
chr21	45681827	45681858	6	0.5292	0.8361	0.3069	28.0901	0.0001648	0.0003646	True
chr21	45702706	45702871	6	0.8187	0.9745	0.1558	25.1152	0.0004704	0.0007968	True
chr21	45703243	45703698	5	0.6665	0.8887	0.2223	21.6324	0.003323	0.003926	True
chr21	45703824	45704073	7	0.7818	0.9004	0.1186	24.3392	0.003558	0.004159	True
chr21	45711273	45711524	5	0.7544	0.8682	0.1138	26.436	0.01415	0.01463	True
chr21	45713371	45713479	6	0.7655	0.9121	0.1466	21.0297	0.003499	0.004109	True
chr21	45713607	45713654	7	0.6274	0.9018	0.2744	27.0543	6.577e-05	0.0001857	True
chr21	45714317	45714492	6	0.7398	0.9031	0.1633	18.0283	0.01157	0.01211	True
chr21	45714897	45714980	5	0.7482	0.5717	-0.1766	16.8477	0.01222	0.01275	True
chr21	45719229	45719373	7	0.1425	0.0305	-0.112	24.9254	0.001117	0.001579	True
chr21	45736062	45736145	6	0.9231	0.7785	-0.1446	39.7061	0.0005401	0.0008867	True
chr21	45739973	45740215	9	0.9385	0.8337	-0.1049	16.5866	0.004155	0.004783	True
chr21	45749434	45749714	9	0.6804	0.9118	0.2315	23.2358	9.804e-05	0.000247	True
chr21	45749993	45750065	6	0.8018	0.9334	0.1315	19.3324	0.009859	0.01041	True
chr21	45769851	45769923	8	0.1682	0.0455	-0.1227	36.1074	0.0004253	0.0007398	True
chr21	45770279	45770341	10	0.1464	0.0097	-0.1366	39.0545	3.206e-08	4.571e-07	True
chr21	45770615	45770850	27	0.285	0.1128	-0.1722	23.1775	2.891e-09	5.424e-08	True
chr21	45778455	45778734	10	0.7797	0.9444	0.1648	15.7574	0.0005142	0.0008535	True
chr21	45780669	45780821	6	0.7899	0.9713	0.1814	21.2782	0.0007346	0.001124	True
chr21	45780937	45781081	5	0.7977	0.9807	0.1831	23.4497	0.00043	0.0007459	True
chr21	45791392	45791435	5	0.785	0.9682	0.1832	28.9725	0.000781	0.001179	True
chr21	45791608	45792114	6	0.728	0.9603	0.2322	17.6752	0.0007106	0.001092	True
chr21	45795642	45795730	6	0.7673	0.9066	0.1393	25.1685	0.00262	0.003213	True
chr21	45795873	45796318	15	0.744	0.9244	0.1805	16.9436	2.475e-05	8.84e-05	True
chr21	45796487	45796616	5	0.8406	0.9726	0.132	38.2715	0.001378	0.001872	True
chr21	45797547	45797649	7	0.4184	0.5385	0.1201	22.9616	0.004408	0.005041	True
chr21	45798560	45798830	8	0.8542	0.9686	0.1143	39.1363	0.000202	0.0004227	True
chr21	45798945	45799049	5	0.8511	0.9571	0.1059	23.2427	0.009728	0.01029	True
chr21	45799591	45799913	6	0.7679	0.892	0.1241	21.3537	0.01678	0.01719	True
chr21	45800444	45800610	8	0.7359	0.3794	-0.3565	19.5012	5.759e-05	0.0001678	True
chr21	45808890	45809676	7	0.5586	0.9354	0.3768	16.4706	0.0001608	0.0003574	True
chr21	45810001	45810508	6	0.7657	0.9824	0.2168	118.4606	1.914e-06	1.281e-05	True
chr21	45810660	45810860	6	0.8411	0.962	0.1209	18.8847	0.004294	0.004928	True
chr21	45811232	45811432	14	0.689	0.3734	-0.3156	25.4504	2.811e-08	4.107e-07	True
chr21	45818793	45818938	5	0.7007	0.8822	0.1815	19.7115	0.006492	0.007141	True
chr21	45841179	45841745	5	0.7721	0.9414	0.1693	26.343	0.001987	0.002532	True
chr21	45845434	45845620	15	0.5361	0.8207	0.2845	19.2346	5.116e-07	4.493e-06	True
chr21	45847202	45847318	6	0.9074	0.7192	-0.1881	17.0693	0.007155	0.007771	True
chr21	45847687	45847828	7	0.7126	0.8113	0.0987	63.7784	0.0001469	0.0003342	True
chr21	45858574	45858627	6	0.5685	0.181	-0.3875	35.1715	1.955e-05	7.416e-05	True
chr21	45858746	45858859	9	0.5272	0.3528	-0.1744	16.8942	0.002509	0.003089	True
chr21	45864355	45864394	5	0.9135	0.7815	-0.132	18.8921	0.009743	0.0103	True
chr21	45870040	45870117	5	0.6123	0.4127	-0.1996	16.3041	0.008842	0.009425	True
chr21	45889169	45889276	5	0.9673	0.8446	-0.1227	48.8579	0.001649	0.002168	True
chr21	45894287	45894511	8	0.8355	0.9757	0.1402	18.6004	9.553e-05	0.0002423	True
chr21	45895747	45896682	12	0.8449	0.9619	0.117	18.6709	0.0002603	0.0005153	True
chr21	45904459	45904637	5	0.8099	0.9483	0.1383	19.2753	0.009597	0.01017	True
chr21	45904685	45904712	6	0.612	0.9593	0.3473	44.575	3.256e-05	0.0001085	True
chr21	45905539	45905609	8	0.9002	0.6674	-0.2328	16.6949	0.0001734	0.0003773	True
chr21	45908358	45908759	6	0.8502	0.9748	0.1246	34.8394	0.000742	0.001132	True
chr21	45913855	45914119	5	0.8048	0.9611	0.1563	39.6255	0.001472	0.001971	True
chr21	45915137	45915782	9	0.8124	0.93	0.1176	15.1533	0.007492	0.008108	True
chr21	45918266	45918405	8	0.8829	0.7451	-0.1378	16.6561	0.005877	0.006513	True
chr21	45919072	45919243	7	0.4012	0.5395	0.1383	15.0453	0.009772	0.01033	True
chr21	45919806	45919880	6	0.9633	0.8703	-0.0931	44.4217	0.001577	0.002086	True
chr21	45920091	45920173	7	0.6406	0.9233	0.2827	16.1613	0.0003682	0.0006677	True
chr21	45929463	45929654	6	0.2128	0.4049	0.1921	45.0692	0.0001006	0.0002511	True
chr21	45941415	45941548	5	0.8345	0.9414	0.1069	18.6225	0.009633	0.0102	True
chr21	45945862	45946104	5	0.8805	0.9773	0.0969	21.4912	0.004379	0.005022	True
chr21	45951802	45951944	7	0.7342	0.4828	-0.2514	48.3475	4.127e-06	2.327e-05	True
chr21	45953275	45953945	34	0.6359	0.9016	0.2657	29.3062	1.6e-15	1.081e-13	True
chr21	45954293	45954452	6	0.7472	0.9579	0.2107	42.7531	0.0001042	0.0002581	True
chr21	45956080	45956194	6	0.8174	0.4489	-0.3685	25.4128	6.021e-05	0.0001733	True
chr21	45968408	45968533	5	0.2756	0.1353	-0.1403	17.417	0.01659	0.017	True
chr21	45972841	45972943	5	0.9327	0.8154	-0.1173	18.7337	0.01917	0.01952	True
chr21	45977436	45977554	7	0.6524	0.3712	-0.2811	16.3238	0.0007094	0.001091	True
chr21	45989182	45989211	6	0.8227	0.9504	0.1277	27.3721	0.002256	0.002831	True
chr21	45995472	45995753	9	0.8519	0.9778	0.1259	33.1607	3.662e-05	0.0001191	True
chr21	46002053	46002254	9	0.8481	0.9494	0.1013	18.6006	0.009363	0.009928	True
